fiscal_year,title_std,agency_std,base_salary,headcount,regular_hours
2016,clerk to the board,board of election,33539.5,100,1830.0
2016,climber & pruner,department of parks & recreation,62446.0,111,2091.42
2016,climber & pruner,department of transportation,61551.0,7,2091.42
2016,college accountant,community college (bronx),49227.5,2,1830.0
2016,college accountant,community college (hostos),47778.0,2,1805.875
2016,college accountant,community college (kingsboro),56305.0,3,1830.0
2016,college accountant,community college (laguardia),42147.0,3,1830.0
2016,college accountant,community college (manhattan),42147.0,1,1829.25
2016,college accountant,community college (queensboro),56391.5,4,1830.0
2016,college accountant,hunter college high school,42147.0,1,1830.0
2016,college accounting assistant,community college (bronx),37317.0,5,1830.0
2016,college accounting assistant,community college (hostos),37317.0,3,1725.0
2016,college accounting assistant,community college (kingsboro),39340.0,4,1830.0
2016,college accounting assistant,community college (laguardia),40988.5,6,1830.0
2016,college accounting assistant,community college (manhattan),42060.0,11,1821.75
2016,college accounting assistant,community college (queensboro),39696.0,2,1830.0
2016,college graph designer,community college (bronx),53952.0,1,1830.0
2016,college graph designer,community college (hostos),54752.0,1,1671.0
2016,college graph designer,community college (kingsboro),46914.0,1,1830.0
2016,college graph designer,community college (laguardia),57329.0,1,1830.0
2016,college graph designer,community college (manhattan),46914.0,1,1828.25
2016,college graph designer,community college (queensboro),53952.0,1,1830.0
2016,college lab technician,community college (bronx),46531.0,11,1830.0
2016,college lab technician,community college (hostos),54848.0,5,1830.0
2016,college lab technician,community college (kingsboro),51876.0,13,1830.0
2016,college lab technician,community college (laguardia),51876.0,12,1830.0
2016,college lab technician,community college (manhattan),52620.5,12,1830.0
2016,college lab technician,community college (queensboro),46531.0,15,1830.0
2016,college lab technician,guttman community college,50393.0,1,1830.0
2016,college print shop assistant,community college (bronx),28090.0,1,1830.0
2016,college print shop assistant,community college (hostos),32770.0,1,1830.0
2016,college print shop assistant,community college (kingsboro),32770.0,3,1830.0
2016,college print shop assistant,community college (manhattan),24859.0,6,1804.25
2016,college print shop assistant,community college (queensboro),32872.0,1,1830.0
2016,college print shop associate,community college (bronx),37920.0,2,1830.0
2016,college print shop associate,community college (kingsboro),42916.0,3,1830.0
2016,college print shop associate,community college (queensboro),38553.5,2,1830.0
2016,college print shop coordinator,community college (kingsboro),53842.0,1,1830.0
2016,college print shop coordinator,community college (laguardia),53842.0,1,1830.0
2016,college print shop coordinator,community college (manhattan),53842.0,1,1828.25
2016,college print shop coordinator,community college (queensboro),53842.0,1,1830.0
2016,college security director,community college (bronx),110000.0,1,1830.0
2016,college security director,community college (hostos),112546.0,1,1830.0
2016,college security director,community college (laguardia),102000.0,1,1830.0
2016,college security director,community college (manhattan),120000.0,1,1830.0
2016,college security specialist,community college (hostos),52816.0,2,2091.42
2016,college security specialist,community college (kingsboro),62379.5,2,2091.42
2016,college security specialist,community college (laguardia),56513.0,3,2091.42
2016,college security specialist,community college (manhattan),60648.0,1,2091.17
2016,college security specialist,guttman community college,56488.0,1,2091.42
2016,commissary manager,department of correction,34096.5,8,1787.0900000000001
2016,commissioner,department for the aging,205868.0,1,1830.0
2016,commissioner,department of correction,219773.0,1,1830.0
2016,commissioner,department of investigation,214413.0,1,1830.0
2016,commissioner,dept of citywide admin svcs,162110.0,3,1830.0
2016,commissioner,dept of records & info service,153354.0,1,1830.0
2016,commissioner,fire department,219773.0,1,1830.0
2016,commissioner,police department,219773.0,1,1830.0
2016,commissioner,tax commission,159900.0,1,1830.0
2016,commissioner of buildings,department of buildings,219773.0,1,1830.0
2016,commissioner of business services,department of business serv.,205868.0,1,1830.0
2016,commissioner of children's services,administration for children's services,219773.0,1,1830.0
2016,commissioner of community development,dept of youth & comm dev srvs,205868.0,1,1830.0
2016,commissioner of cultural affairs,cultural affairs,205868.0,1,1187.5
2016,commissioner of dept of info technology & telecommunications,dept of info tech & telecomm,219773.0,1,1830.0
2016,commissioner of design & construction,dept. of design & construction,219773.0,1,1830.0
2016,commissioner of emergency management,office of emergency management,219773.0,1,1830.0
2016,commissioner of environmental protection,dept of environment protection,219773.0,1,1639.0
2016,commissioner of finance,department of finance,219773.0,1,1830.0
2016,commissioner of health,department of health,219773.0,1,1830.0
2016,commissioner of housing preservation & development,housing preservation & dvlpmnt,219773.0,1,1830.0
2016,commissioner of labor relations,office of labor relations,219773.0,1,1830.0
2016,commissioner of parks & recreation,department of parks & recreation,219773.0,1,1830.0
2016,commissioner of sanitation,department of sanitation,219773.0,1,1830.0
2016,commissioner of transportation,department of transportation,219773.0,1,1830.0
2016,"commissioner, un & consular corps diplomatic relations",office of the mayor,205868.0,1,1830.0
2016,communication assistant,city council,71832.0,5,1830.0
2016,community assistant,admin trials and hearings,34544.5,4,1830.0
2016,community assistant,administration for children's services,33800.0,41,1830.0
2016,community assistant,borough president-bronx,37094.0,1,1830.0
2016,community assistant,borough president-brooklyn,33800.0,1,1830.0
2016,community assistant,borough president-queens,35875.0,1,1830.0
2016,community assistant,bronx community board #2,33800.0,1,1184.67
2016,community assistant,bronx community board #5,33800.0,1,1830.0
2016,community assistant,bronx district attorney,33800.0,74,1830.0
2016,community assistant,brooklyn community board #12,35501.5,2,1830.0
2016,community assistant,brooklyn community board #15,33800.0,1,1815.67
2016,community assistant,brooklyn community board #16,34804.0,1,1830.0
2016,community assistant,brooklyn community board #17,35030.5,2,1807.5349999999999
2016,community assistant,brooklyn community board #18,33801.0,1,1830.0
2016,community assistant,brooklyn community board #3,37849.0,1,1741.32
2016,community assistant,brooklyn community board #8,33800.0,1,1830.0
2016,community assistant,business integrity commission,33210.0,1,1830.0
2016,community assistant,city clerk,35673.0,2,2010.545
2016,community assistant,consumer affairs,37483.0,5,1830.0
2016,community assistant,department for the aging,36504.0,5,1830.0
2016,community assistant,department of buildings,37406.0,12,1829.115
2016,community assistant,department of correction,36566.0,1,2091.42
2016,community assistant,department of education,33716.0,209,1830.0
2016,community assistant,department of finance,34001.5,2,1960.71
2016,community assistant,department of health,37165.0,11,1968.48
2016,community assistant,department of homeless services,35777.0,123,1960.72
2016,community assistant,department of parks & recreation,37517.0,9,1830.0
2016,community assistant,department of sanitation,33800.0,11,2091.42
2016,community assistant,department of transportation,33800.0,14,1830.0
2016,community assistant,dept of citywide admin svcs,34046.5,20,1830.0
2016,community assistant,dept of environment protection,36741.0,9,1830.0
2016,community assistant,dept of info tech & telecomm,35986.0,2,1830.0
2016,community assistant,dept of records & info service,35570.0,3,1719.62
2016,community assistant,dept of youth & comm dev srvs,35814.0,2,2044.545
2016,community assistant,dept. of design & construction,35875.0,3,1788.57
2016,community assistant,district attorney kings county,33800.0,53,1830.0
2016,community assistant,district attorney qns county,33800.0,42,1830.0
2016,community assistant,district attorney richmond cou,36720.0,2,1755.115
2016,community assistant,district attorney-manhattan,37239.0,35,1830.0
2016,community assistant,district attorney-special narc,30516.0,3,1830.0
2016,community assistant,financial info svcs agency,35288.5,2,1830.0
2016,community assistant,housing preservation & dvlpmnt,36451.0,27,1830.0
2016,community assistant,hra/dept of social services,33825.0,74,1969.145
2016,community assistant,manhattan community board #12,36981.0,1,1813.83
2016,community assistant,manhattan community board #2,33292.0,1,1830.0
2016,community assistant,manhattan community board #8,33800.0,2,1829.875
2016,community assistant,manhattan community board #9,36816.0,1,1830.0
2016,community assistant,nyc employees retirement sys,33800.0,7,2091.42
2016,community assistant,nyc housing authority,33859.0,9,1830.0
2016,community assistant,office of labor relations,37035.5,8,1830.0
2016,community assistant,office of the comptroller,35615.5,2,1830.0
2016,community assistant,police department,33800.0,13,1830.0
2016,community assistant,public administrator-kings,35000.0,1,1967.12
2016,community assistant,queens community board #1,30000.0,1,1375.0
2016,community assistant,queens community board #12,37052.0,1,1753.0
2016,community assistant,queens community board #2,34305.0,1,1830.0
2016,community assistant,queens community board #4,37830.0,1,2091.42
2016,community assistant,queens community board #7,35878.0,1,2007.85
2016,community assistant,queens community board #9,34030.0,1,1495.0
2016,community assistant,taxi & limousine commission,30356.0,26,2091.42
2016,community assistant,teachers retirement system,38131.0,1,2091.42
2016,community associate,admin trials and hearings,44612.0,23,1830.0
2016,community associate,administration for children's services,43116.0,40,1830.0
2016,community associate,borough president-bronx,53974.0,7,1830.0
2016,community associate,borough president-brooklyn,44058.0,9,1830.0
2016,community associate,borough president-queens,45822.5,16,1830.0
2016,community associate,borough president-staten is,57565.0,4,1830.0
2016,community associate,bronx community board #11,39841.0,1,1839.0
2016,community associate,bronx community board #12,57655.0,1,1632.25
2016,community associate,bronx community board #2,52788.0,1,1830.0
2016,community associate,bronx community board #4,55420.0,2,1830.0
2016,community associate,bronx community board #7,48521.0,2,1830.0
2016,community associate,bronx community board #8,47406.5,2,1698.0
2016,community associate,bronx community board #9,49881.0,1,1830.0
2016,community associate,bronx district attorney,39841.0,91,1830.0
2016,community associate,brooklyn community board #14,57655.0,1,1830.0
2016,community associate,brooklyn community board #15,52327.0,1,1828.33
2016,community associate,brooklyn community board #2,34644.0,1,1830.0
2016,community associate,brooklyn community board #4,50274.5,2,1830.0
2016,community associate,brooklyn community board #5,34644.0,1,1830.0
2016,community associate,brooklyn community board #6,43116.0,1,1830.0
2016,community associate,brooklyn community board #7,44549.0,1,1830.0
2016,community associate,business integrity commission,44736.0,19,1830.0
2016,community associate,city clerk,49936.5,2,1651.5
2016,community associate,civil service commission,45000.0,3,1830.0
2016,community associate,civilian complaint review bd,41404.0,5,1485.0
2016,community associate,conflicts of interest board,48500.0,1,1764.5
2016,community associate,consumer affairs,41875.0,116,1830.0
2016,community associate,cultural affairs,53233.0,5,1830.0
2016,community associate,department for the aging,47447.0,31,1830.0
2016,community associate,department of buildings,41755.0,31,1830.0
2016,community associate,department of business serv.,51143.5,10,1830.0
2016,community associate,department of city planning,52000.0,1,1071.0
2016,community associate,department of correction,44587.5,4,1830.0
2016,community associate,department of education,42000.0,1801,1830.0
2016,community associate,department of finance,46698.5,6,1830.0
2016,community associate,department of health,43076.0,13,1830.0
2016,community associate,department of homeless services,39841.0,99,1830.0
2016,community associate,department of investigation,42269.0,20,1830.0
2016,community associate,department of parks & recreation,47878.0,157,1830.0
2016,community associate,department of probation,40294.5,14,1830.0
2016,community associate,department of sanitation,41291.0,25,1830.0
2016,community associate,department of transportation,39841.0,35,1565.0
2016,community associate,dept of citywide admin svcs,46125.0,38,1830.0
2016,community associate,dept of environment protection,50000.0,47,1830.0
2016,community associate,dept of info tech & telecomm,48000.0,25,1830.0
2016,community associate,dept of records & info service,39841.0,1,1824.0
2016,community associate,dept of youth & comm dev srvs,47609.0,12,1830.0
2016,community associate,dept. of design & construction,42125.0,10,1750.5
2016,community associate,district attorney kings county,40397.5,194,1830.0
2016,community associate,district attorney qns county,39841.0,84,1830.0
2016,community associate,district attorney richmond cou,44432.0,14,1830.0
2016,community associate,district attorney-manhattan,43843.0,346,1830.0
2016,community associate,district attorney-special narc,54079.0,31,1830.0
2016,community associate,financial info svcs agency,53249.0,4,1830.0
2016,community associate,fire department,34644.0,7,1733.0
2016,community associate,housing preservation & dvlpmnt,44128.0,222,1830.0
2016,community associate,hra/dept of social services,43050.0,159,1830.0
2016,community associate,human rights commission,42385.0,2,1830.0
2016,community associate,landmarks preservation comm,37412.5,4,1830.0
2016,community associate,law department,46125.0,1,1830.0
2016,community associate,manhattan community board #10,39841.0,1,1900.0
2016,community associate,manhattan community board #11,44345.0,1,1830.0
2016,community associate,manhattan community board #3,40575.5,2,1830.0
2016,community associate,manhattan community board #4,41000.0,1,1830.0
2016,community associate,manhattan community board #6,53658.0,1,1805.0
2016,community associate,manhattan community board #7,35666.0,1,1830.0
2016,community associate,nyc housing authority,39861.0,81,1830.0
2016,community associate,off of payroll administration,53703.0,4,1830.0
2016,community associate,office of emergency management,41833.0,3,1830.0
2016,community associate,office of labor relations,41403.0,7,1830.0
2016,community associate,office of management & budget,34429.0,1,1830.0
2016,community associate,office of the comptroller,44644.0,8,1830.0
2016,community associate,office of the mayor,48981.0,1,1830.0
2016,community associate,police department,42788.0,30,1830.0
2016,community associate,president borough of manhattan,46125.0,7,1830.0
2016,community associate,public administrator-bronx,42754.0,3,1830.0
2016,community associate,public administrator-kings,37925.0,1,1830.0
2016,community associate,queens community board #10,41823.5,2,1830.0
2016,community associate,queens community board #2,56069.0,1,1830.0
2016,community associate,queens community board #3,42000.0,1,1830.0
2016,community associate,queens community board #5,53419.0,1,1830.0
2016,community associate,queens community board #6,57136.0,1,1830.0
2016,community associate,queens community board #8,39841.0,1,1847.85
2016,community associate,queens community board #9,39841.0,1,1830.0
2016,community associate,taxi & limousine commission,39851.0,54,1830.0
2016,community associate,teachers retirement system,45191.0,1,1830.0
2016,community coordinator,admin trials and hearings,62126.0,11,1830.0
2016,community coordinator,administration for children's services,56443.0,185,1830.0
2016,community coordinator,borough president-bronx,67332.0,15,1830.0
2016,community coordinator,borough president-brooklyn,61868.0,18,1830.0
2016,community coordinator,borough president-queens,65000.0,7,1830.0
2016,community coordinator,borough president-staten is,69957.0,6,1830.0
2016,community coordinator,bronx community board #1,75889.0,1,1830.0
2016,community coordinator,bronx community board #6,75391.0,1,1830.0
2016,community coordinator,bronx district attorney,60456.0,25,1830.0
2016,community coordinator,brooklyn community board #10,68824.0,1,1830.0
2016,community coordinator,brooklyn community board #11,60147.0,1,1830.0
2016,community coordinator,brooklyn community board #17,56229.0,1,1830.0
2016,community coordinator,brooklyn community board #2,60124.0,1,1830.0
2016,community coordinator,brooklyn community board #7,62448.0,1,1830.0
2016,community coordinator,brooklyn community board #8,57782.0,1,1830.0
2016,community coordinator,business integrity commission,69065.0,4,1830.0
2016,community coordinator,city clerk,74168.0,4,1830.0
2016,community coordinator,civilian complaint review bd,59114.5,2,1827.0
2016,community coordinator,conflicts of interest board,59000.0,1,1742.25
2016,community coordinator,consumer affairs,61053.0,51,1830.0
2016,community coordinator,cultural affairs,73002.5,8,1830.0
2016,community coordinator,department for the aging,60421.5,36,1830.0
2016,community coordinator,department of buildings,68790.0,11,1830.0
2016,community coordinator,department of business serv.,59803.0,11,1830.0
2016,community coordinator,department of city planning,63806.5,2,1680.0
2016,community coordinator,department of correction,61500.0,28,1825.44
2016,community coordinator,department of education,56085.0,457,1830.0
2016,community coordinator,department of finance,67944.0,2,1830.0
2016,community coordinator,department of health,60457.5,62,1830.0
2016,community coordinator,department of homeless services,56229.0,189,1830.0
2016,community coordinator,department of investigation,68675.0,1,1830.0
2016,community coordinator,department of parks & recreation,63000.0,317,1830.0
2016,community coordinator,department of probation,75965.0,6,1830.0
2016,community coordinator,department of sanitation,56260.0,31,1804.0
2016,community coordinator,department of transportation,59040.0,53,1830.0
2016,community coordinator,dept of citywide admin svcs,61500.0,17,1830.0
2016,community coordinator,dept of environment protection,66194.0,43,1830.0
2016,community coordinator,dept of info tech & telecomm,64606.5,2,1830.0
2016,community coordinator,dept of records & info service,65600.0,1,1830.0
2016,community coordinator,dept of youth & comm dev srvs,64914.0,10,1830.0
2016,community coordinator,dept. of design & construction,57406.0,14,1829.5
2016,community coordinator,district attorney kings county,61846.0,47,1830.0
2016,community coordinator,district attorney qns county,64973.0,16,1830.0
2016,community coordinator,district attorney richmond cou,63000.0,5,1830.0
2016,community coordinator,district attorney-manhattan,74405.5,106,1830.0
2016,community coordinator,district attorney-special narc,82888.5,10,1830.0
2016,community coordinator,equal employ practices comm,53678.240000000005,2,1732.25
2016,community coordinator,financial info svcs agency,56229.0,1,1830.0
2016,community coordinator,fire department,56229.0,27,1830.0
2016,community coordinator,housing preservation & dvlpmnt,62423.0,139,1830.0
2016,community coordinator,hra/dept of social services,61500.0,108,1830.0
2016,community coordinator,human rights commission,68745.0,1,1830.0
2016,community coordinator,landmarks preservation comm,64268.0,1,1830.0
2016,community coordinator,law department,75900.0,1,1830.0
2016,community coordinator,manhattan community board #1,61850.0,2,1750.25
2016,community coordinator,manhattan community board #12,59673.0,1,1830.0
2016,community coordinator,manhattan community board #2,56229.0,1,1790.08
2016,community coordinator,manhattan community board #4,61377.0,1,1830.0
2016,community coordinator,manhattan community board #7,67768.76,1,1830.0
2016,community coordinator,nyc housing authority,56412.0,121,1830.0
2016,community coordinator,office of emergency management,61714.0,3,1830.0
2016,community coordinator,office of the comptroller,56614.5,2,1830.0
2016,community coordinator,police department,61354.5,10,1830.0
2016,community coordinator,president borough of manhattan,58217.0,14,1830.0
2016,community coordinator,public administrator-kings,47150.0,1,1830.0
2016,community coordinator,queens community board #11,58624.0,1,1830.0
2016,community coordinator,queens community board #13,60000.0,1,1454.28
2016,community coordinator,queens community board #14,66155.0,1,1830.0
2016,community coordinator,queens community board #4,75900.0,1,1830.0
2016,community coordinator,staten island community bd #1,58548.0,1,1830.0
2016,community coordinator,staten island community bd #3,56577.5,2,1830.0
2016,community coordinator,taxi & limousine commission,61500.0,21,1830.0
2016,community planning board coordinator,borough president-bronx,46792.0,1,1830.0
2016,community planning board coordinator,president borough of manhattan,51829.5,4,1830.0
2016,community service aide,admin trials and hearings,30650.5,8,1829.875
2016,community service aide,bronx community board #12,31872.0,1,1830.0
2016,community service aide,bronx district attorney,26536.0,38,1830.0
2016,community service aide,brooklyn community board #18,30516.0,1,1830.0
2016,community service aide,department of finance,32063.0,1,1830.0
2016,community service aide,department of health,31688.0,6,1830.0
2016,community service aide,department of probation,26536.0,8,1797.5
2016,community service aide,dept of citywide admin svcs,31881.0,3,1761.0
2016,community service aide,dept of environment protection,30516.0,5,1830.0
2016,community service aide,dept. of design & construction,31762.0,1,1830.0
2016,community service aide,district attorney kings county,27918.0,5,1829.9
2016,community service aide,district attorney qns county,26536.0,3,1830.0
2016,community service aide,housing preservation & dvlpmnt,31229.0,2,1830.0
2016,community service aide,nyc housing authority,30566.0,1,1823.0
2016,community service aide,queens community board #12,31116.0,1,1830.0
2016,community supertindent,department of education,167216.0,21,0.0
2016,comptroller,office of the comptroller,209050.0,1,1830.0
2016,computer aide-non-spvr,administration for children's services,47000.5,26,1830.0
2016,computer aide-non-spvr,department of city planning,56539.0,1,1830.0
2016,computer aide-non-spvr,department of correction,46151.0,3,1830.0
2016,computer aide-non-spvr,department of education,49282.0,11,1830.0
2016,computer aide-non-spvr,department of finance,46943.0,4,1830.0
2016,computer aide-non-spvr,department of health,43967.0,25,1830.0
2016,computer aide-non-spvr,department of parks & recreation,50316.0,9,1830.0
2016,computer aide-non-spvr,department of sanitation,47181.5,2,1830.0
2016,computer aide-non-spvr,department of transportation,48008.0,4,1830.0
2016,computer aide-non-spvr,dept of citywide admin svcs,56051.0,2,1795.5
2016,computer aide-non-spvr,dept of environment protection,49843.0,5,1830.0
2016,computer aide-non-spvr,dept of info tech & telecomm,51147.0,4,1830.0
2016,computer aide-non-spvr,dept. of design & construction,52809.5,2,1830.0
2016,computer aide-non-spvr,financial info svcs agency,50740.0,1,1830.0
2016,computer aide-non-spvr,housing preservation & dvlpmnt,56535.0,1,1830.0
2016,computer aide-non-spvr,hra/dept of social services,42609.0,10,1826.5
2016,computer aide-non-spvr,law department,46151.0,3,1830.0
2016,computer aide-non-spvr,nyc housing authority,42663.0,1,1830.0
2016,computer aide-non-spvr,off of payroll administration,42618.0,1,1830.0
2016,computer aide-non-spvr,office of the comptroller,48434.5,10,1830.0
2016,computer aide-non-spvr,police department,42603.0,1,1830.0
2016,computer operations manager,conflicts of interest board,110000.0,1,1830.0
2016,computer operations manager,department of business serv.,93194.0,1,1830.0
2016,computer operations manager,department of city planning,86145.0,3,1830.0
2016,computer operations manager,department of correction,133403.5,4,1830.0
2016,computer operations manager,department of health,94397.0,3,1830.0
2016,computer operations manager,department of homeless services,106532.0,2,1830.0
2016,computer operations manager,department of parks & recreation,86077.0,3,1830.0
2016,computer operations manager,dept of citywide admin svcs,120954.0,1,1830.0
2016,computer operations manager,dept of info tech & telecomm,119000.0,16,1830.0
2016,computer operations manager,dept. of design & construction,113458.0,2,1830.0
2016,computer operations manager,district attorney-manhattan,150500.0,2,1831.0
2016,computer operations manager,district attorney-special narc,168000.0,1,1830.0
2016,computer operations manager,financial info svcs agency,115565.0,1,1830.0
2016,computer operations manager,housing preservation & dvlpmnt,101360.5,4,1830.0
2016,computer operations manager,hra/dept of social services,97375.0,5,1830.0
2016,computer operations manager,law department,104342.0,1,1830.0
2016,computer operations manager,nyc housing authority,89068.0,7,1830.0
2016,computer operations manager,office of management & budget,120162.0,1,1830.0
2016,computer operations manager,office of the comptroller,167382.0,2,1830.0
2016,computer operations manager,office of the mayor,99368.0,4,1830.0
2016,computer operations manager,police department,132915.0,11,1830.0
2016,computer operations manager,president borough of manhattan,73448.0,1,1830.0
2016,computer operations manager,teachers retirement system,121089.0,1,1830.0
2016,computer operator,board of election,46640.5,2,1830.0
2016,computer operator manager,community college (kingsboro),86212.0,3,1830.0
2016,computer programmer analyst,administration for children's services,64575.0,3,1830.0
2016,computer programmer analyst,business integrity commission,64296.0,1,1332.98
2016,computer programmer analyst,consumer affairs,75000.0,1,1830.0
2016,computer programmer analyst,department of education,53306.0,7,1830.0
2016,computer programmer analyst,department of finance,70090.0,4,1830.0
2016,computer programmer analyst,department of health,59842.5,6,1830.0
2016,computer programmer analyst,department of parks & recreation,57390.5,2,1717.75
2016,computer programmer analyst,department of sanitation,73660.0,1,1830.0
2016,computer programmer analyst,department of transportation,60256.0,4,1487.875
2016,computer programmer analyst,dept of citywide admin svcs,62482.0,3,1805.0
2016,computer programmer analyst,dept of environment protection,60623.0,19,1830.0
2016,computer programmer analyst,dept of info tech & telecomm,61500.0,19,1830.0
2016,computer programmer analyst,dept of youth & comm dev srvs,71955.0,1,1830.0
2016,computer programmer analyst,dept. of design & construction,57159.0,3,1830.0
2016,computer programmer analyst,district attorney kings county,62119.0,1,1830.0
2016,computer programmer analyst,district attorney richmond cou,46303.0,1,1829.5
2016,computer programmer analyst,financial info svcs agency,58574.0,3,1830.0
2016,computer programmer analyst,housing preservation & dvlpmnt,68303.0,2,1830.0
2016,computer programmer analyst,hra/dept of social services,53249.0,8,1830.0
2016,computer programmer analyst,nyc employees retirement sys,63695.0,1,1830.0
2016,computer programmer analyst,off of payroll administration,66755.0,1,1830.0
2016,computer programmer analyst,office of the comptroller,60000.0,4,1830.0
2016,computer programmer analyst,police department,53249.0,7,1830.0
2016,computer programmer analyst trainee,dept of environment protection,42637.0,1,1830.0
2016,computer programmer analyst trainee,dept of info tech & telecomm,42637.0,11,1830.0
2016,computer programmer analyst trainee,hra/dept of social services,42637.0,2,1825.675
2016,computer service technician,admin trials and hearings,49250.0,2,1824.25
2016,computer service technician,administration for children's services,42737.0,8,1613.375
2016,computer service technician,department of buildings,51031.0,1,1829.57
2016,computer service technician,department of city planning,61044.0,1,1830.0
2016,computer service technician,department of education,47997.0,67,1830.0
2016,computer service technician,department of health,48334.0,11,1830.0
2016,computer service technician,department of parks & recreation,51996.0,1,1781.18
2016,computer service technician,department of sanitation,42603.0,5,1606.0
2016,computer service technician,department of transportation,46151.0,1,1830.0
2016,computer service technician,dept of environment protection,49997.0,1,1830.0
2016,computer service technician,dept of info tech & telecomm,43050.0,5,1830.0
2016,computer service technician,dept of youth & comm dev srvs,59548.0,1,1826.0
2016,computer service technician,dept. of design & construction,45100.0,3,1830.0
2016,computer service technician,hra/dept of social services,46151.0,7,1830.0
2016,computer service technician,law department,43067.0,3,1830.0
2016,computer service technician,nyc employees retirement sys,42603.0,1,1830.0
2016,computer service technician,nyc housing authority,48843.0,3,1830.0
2016,computer service technician,office of the comptroller,51018.5,2,1830.0
2016,computer service technician,teachers retirement system,60090.0,1,1830.0
2016,computer system manager,board of election,134113.0,3,1830.0
2016,confidential agency investigator,administration for children's services,140000.0,1,1830.0
2016,confidential agency investigator,department of correction,114000.0,3,1830.0
2016,confidential agency investigator,department of education,91999.0,1,1830.0
2016,confidential assistant to boro president,borough president-staten is,125000.0,1,1830.0
2016,confidential assistant to the comptroller,office of the comptroller,126142.0,1,1830.0
2016,confidential investigator,conflicts of interest board,66858.5,2,1830.0
2016,confidential investigator,department of education,68985.0,65,1830.0
2016,confidential investigator,department of investigation,60739.5,52,1830.0
2016,confidential investigator,nyc housing authority,65226.0,28,1830.0
2016,confidential investigator,office of the comptroller,66368.0,3,1830.0
2016,confidential secretary of administrative law judge,admin trials and hearings,58360.5,2,1830.0
2016,confidential secretary to the deputy commissioner,department of investigation,53051.0,3,1830.0
2016,confidential secy,district attorney-special narc,96570.0,1,1830.0
2016,confidential strategy planner,department of education,69674.0,5,1414.5
2016,confidential strategy planner,department of transportation,81574.5,6,1830.0
2016,confidential strategy planner,dept of citywide admin svcs,76875.0,7,1830.0
2016,confidential strategy planner,dept of info tech & telecomm,78251.0,2,1830.0
2016,confidential strategy planner,hra/dept of social services,85000.0,1,1830.0
2016,confidential strategy planner,nyc employees retirement sys,127437.0,1,1830.0
2016,confidential strategy planner,office of the comptroller,66662.0,3,1649.0
2016,congreg care spec - acs,administration for children's services,50000.0,30,1815.95
2016,congreg care spec- djj,administration for children's services,52350.0,23,2091.42
2016,construction project manager,administration for children's services,78357.0,6,1830.0
2016,construction project manager,department of correction,94008.0,3,1830.0
2016,construction project manager,department of education,70566.5,18,1830.0
2016,construction project manager,department of homeless services,79703.0,3,1830.0
2016,construction project manager,department of parks & recreation,71599.0,61,1830.0
2016,construction project manager,department of sanitation,76529.0,7,1830.0
2016,construction project manager,department of transportation,70422.0,31,1830.0
2016,construction project manager,dept of citywide admin svcs,73800.0,9,1830.0
2016,construction project manager,dept of environment protection,70643.0,29,1830.0
2016,construction project manager,dept. of design & construction,76397.5,110,1830.0
2016,construction project manager,fire department,70536.0,1,1830.0
2016,construction project manager,housing preservation & dvlpmnt,70718.5,168,1830.0
2016,construction project manager,hra/dept of social services,73068.5,2,1830.0
2016,construction project manager,nyc housing authority,74035.0,93,1830.0
2016,construction project manager,office of the comptroller,95353.0,1,1830.0
2016,construction project manager intern,department of parks & recreation,54635.0,2,1417.5
2016,construction project manager intern,department of transportation,51368.0,2,1505.0
2016,construction project manager intern,dept of environment protection,54100.0,25,1830.0
2016,construction project manager intern,dept. of design & construction,46466.0,26,1773.75
2016,construction project manager intern,office of the comptroller,53808.0,1,1830.0
2016,consultant,administration for children's services,69056.0,14,1830.0
2016,consultant,department of health,69056.0,34,1830.0
2016,consultant,hra/dept of social services,69056.0,6,1830.0
2016,consultant public health nurse,department of health,75916.0,1,1362.0
2016,contract reviewer,department of business serv.,60296.0,17,1830.0
2016,contract specialist,administration for children's services,43159.0,1,1830.0
2016,contract specialist,department of business serv.,54658.0,1,1830.0
2016,contract specialist,department of correction,71183.0,1,1830.0
2016,contract specialist,department of health,61784.5,6,1830.0
2016,contract specialist,department of homeless services,57853.0,2,1830.0
2016,contract specialist,dept of youth & comm dev srvs,58785.0,40,1830.0
2016,contract specialist,hra/dept of social services,53160.5,6,1830.0
2016,controller,nyc housing authority,148455.0,1,1830.0
2016,cook,administration for children's services,40630.0,5,2090.73
2016,cook,department of correction,37484.0,135,2091.42
2016,cook,department of education,41456.0,2,1960.72
2016,cook,office of the mayor,107500.0,2,1487.5
2016,"coordinator, election day operations",board of election,103905.0,1,1830.0
2016,"coordinator, voter registration activities",board of election,90942.0,1,1830.0
2016,corporation counsel,law department,219773.0,1,1830.0
2016,correction administrative aide,department of correction,37821.0,9,1597.93
2016,correction officer,department of correction,80788.0,7217,2091.42
2016,correctional standards review specialist,department of correction,63714.0,22,1830.0
2016,council member,city council,148500.0,6,1830.0
2016,counsel,board of election,153856.0,2,1830.0
2016,counsel,department for the aging,166475.0,1,1830.0
2016,counsel,department of city planning,198302.0,1,1830.0
2016,counsel,department of correction,155000.0,1,1145.0
2016,counsel,department of finance,182066.0,1,1830.0
2016,counsel,department of health,200160.0,1,1830.0
2016,counsel,department of parks & recreation,171166.0,1,1830.0
2016,counsel,department of probation,162929.0,1,1830.0
