fiscal_year,title_std,agency_std,base_salary,headcount,regular_hours
2015,administrative procurement analyst,department of homeless services,87645.0,3,1825.0
2015,administrative procurement analyst,department of probation,76125.0,1,1825.0
2015,administrative procurement analyst,department of sanitation,93923.0,1,1825.0
2015,administrative procurement analyst,department of transportation,99970.0,3,1825.0
2015,administrative procurement analyst,dept of citywide admin svcs,81480.5,20,1825.0
2015,administrative procurement analyst,dept of environment protection,102756.0,5,1825.0
2015,administrative procurement analyst,dept of info tech & telecomm,106048.0,2,1825.0
2015,administrative procurement analyst,dept. of design & construction,108377.0,2,1825.0
2015,administrative procurement analyst,fire department,118385.5,2,1825.0
2015,administrative procurement analyst,housing preservation & dvlpmnt,105969.0,3,1825.0
2015,administrative procurement analyst,hra/dept of social services,90000.0,11,1825.0
2015,administrative procurement analyst,nyc employees retirement sys,135727.0,1,1825.0
2015,administrative procurement analyst,nyc housing authority,82536.0,6,1825.0
2015,administrative procurement analyst,off of payroll administration,113917.0,1,1825.0
2015,administrative procurement analyst,office of the comptroller,85300.0,6,1825.0
2015,administrative procurement analyst,police department,64743.5,4,1825.0
2015,administrative procurement analyst,taxi & limousine commission,96693.0,1,1825.0
2015,administrative program officer,department for the aging,108640.0,19,1825.0
2015,administrative project director,housing preservation & dvlpmnt,110516.0,19,1825.0
2015,administrative project manager,administration for children's services,89886.0,3,1825.0
2015,administrative project manager,cultural affairs,134551.0,1,1825.0
2015,administrative project manager,department for the aging,102560.0,1,1825.0
2015,administrative project manager,department of buildings,103540.0,3,1825.0
2015,administrative project manager,department of correction,109072.0,3,1825.0
2015,administrative project manager,department of parks & recreation,96924.0,30,1825.0
2015,administrative project manager,department of sanitation,124726.5,4,1825.0
2015,administrative project manager,department of transportation,117340.0,37,1825.0
2015,administrative project manager,dept of citywide admin svcs,109805.0,5,1825.0
2015,administrative project manager,dept of environment protection,118255.5,66,1825.0
2015,administrative project manager,dept. of design & construction,101935.5,70,1825.0
2015,administrative project manager,fire department,89977.0,11,1825.0
2015,administrative project manager,housing preservation & dvlpmnt,108946.0,9,1825.0
2015,administrative project manager,nyc housing authority,110000.0,11,1825.0
2015,administrative project manager,office of management & budget,172550.0,1,1825.0
2015,administrative project manager,office of the comptroller,103146.0,6,1825.0
2015,administrative project manager,police department,106196.0,3,1825.0
2015,administrative project manager,taxi & limousine commission,87087.0,1,1825.0
2015,administrative psychologist,department of health,115033.0,1,1825.0
2015,administrative psychologist,police department,104215.0,3,1825.0
2015,administrative public health nurse,administration for children's services,130075.0,1,1825.0
2015,administrative public health nurse,department of education,135945.0,1,1825.0
2015,administrative public health nurse,department of health,102647.0,17,1825.0
2015,administrative public health sanitarian,department of correction,101783.5,2,1812.75
2015,administrative public health sanitarian,department of health,110348.5,8,1825.0
2015,administrative public health sanitarian,dept of environment protection,101472.5,6,1825.0
2015,administrative public health sanitarian,police department,107189.0,1,1825.0
2015,administrative public information specialist,administration for children's services,172913.0,1,1825.0
2015,administrative public information specialist,civilian complaint review bd,86275.0,1,1825.0
2015,administrative public information specialist,consumer affairs,119216.5,2,1825.0
2015,administrative public information specialist,department for the aging,77656.0,1,1825.0
2015,administrative public information specialist,department of buildings,129412.5,2,1320.5
2015,administrative public information specialist,department of business serv.,120256.0,2,1825.0
2015,administrative public information specialist,department of correction,127382.5,2,1362.5
2015,administrative public information specialist,department of education,90635.0,9,1825.0
2015,administrative public information specialist,department of finance,110635.0,1,1730.0
2015,administrative public information specialist,department of health,90108.0,15,1825.0
2015,administrative public information specialist,department of homeless services,153773.0,1,1779.0
2015,administrative public information specialist,department of investigation,116725.0,3,1825.0
2015,administrative public information specialist,department of parks & recreation,104421.0,2,1825.0
2015,administrative public information specialist,department of probation,80562.5,2,1585.0
2015,administrative public information specialist,department of sanitation,134771.0,3,1825.0
2015,administrative public information specialist,department of transportation,120000.0,1,1825.0
2015,administrative public information specialist,dept of citywide admin svcs,136500.0,1,1825.0
2015,administrative public information specialist,dept of environment protection,107726.5,6,1825.0
2015,administrative public information specialist,dept of youth & comm dev srvs,116395.5,2,1637.5
2015,administrative public information specialist,dept. of design & construction,102967.0,1,1825.0
2015,administrative public information specialist,district attorney qns county,82972.0,1,1765.0
2015,administrative public information specialist,district attorney richmond cou,86798.0,1,1825.0
2015,administrative public information specialist,fire department,108288.0,2,1825.0
2015,administrative public information specialist,housing preservation & dvlpmnt,123254.0,1,1825.0
2015,administrative public information specialist,hra/dept of social services,95117.0,4,1825.0
2015,administrative public information specialist,human rights commission,110160.0,1,1825.0
2015,administrative public information specialist,law department,132250.0,2,1825.0
2015,administrative public information specialist,nyc employees retirement sys,124109.0,3,1825.0
2015,administrative public information specialist,nyc housing authority,90000.0,5,1825.0
2015,administrative public information specialist,office of emergency management,99347.0,1,1685.0
2015,administrative public information specialist,office of the comptroller,73968.0,2,1530.0
2015,administrative public information specialist,president borough of manhattan,96425.0,2,1825.0
2015,administrative public information specialist,taxi & limousine commission,139140.0,2,1820.0
2015,administrative public information specialist,teachers retirement system,79670.0,1,1825.0
2015,administrative quality assurance specialist,department of education,79580.0,17,1825.0
2015,administrative quality assurance specialist,dept of citywide admin svcs,104050.0,1,1825.0
2015,administrative quality assurance specialist,dept of environment protection,93607.0,1,1825.0
2015,administrative quality assurance specialist,nyc housing authority,76102.0,1,1825.0
2015,administrative real property manager,administration for children's services,129673.0,1,1825.0
2015,administrative real property manager,department of transportation,175000.0,1,1825.0
2015,administrative real property manager,dept of citywide admin svcs,86500.0,1,1825.0
2015,administrative real property manager,dept of environment protection,118540.5,2,1825.0
2015,administrative real property manager,housing preservation & dvlpmnt,81496.0,7,1825.0
2015,administrative real property manager,nyc housing authority,115000.0,2,1825.0
2015,administrative retirement benefits specialist,department of education,96445.0,1,1825.0
2015,administrative retirement benefits specialist,fire department,104471.0,1,1825.0
2015,administrative retirement benefits specialist,nyc employees retirement sys,98333.0,20,1825.0
2015,administrative retirement benefits specialist,police department,111531.0,11,1825.0
2015,administrative retirement benefits specialist,teachers retirement system,89940.5,22,1825.0
2015,administrative sanitation enforcement agent,department of sanitation,86645.0,1,1825.0
2015,administrative school food service manager,department of education,90292.0,16,1825.0
2015,administrative space analyst,department of education,110196.5,8,1825.0
2015,administrative space analyst,department of finance,90487.0,1,1825.0
2015,administrative space analyst,department of health,124631.0,1,1825.0
2015,administrative space analyst,hra/dept of social services,84838.5,8,1825.0
2015,administrative space analyst,nyc housing authority,96057.0,4,1825.0
2015,administrative storekeeper,department of correction,117947.0,1,1497.0
2015,administrative storekeeper,department of education,95751.0,1,1825.0
2015,administrative storekeeper,department of finance,100422.0,2,1825.0
2015,administrative storekeeper,department of health,88606.0,1,1825.0
2015,administrative storekeeper,dept of environment protection,101427.5,2,1760.0
2015,administrative storekeeper,fire department,117246.0,1,1825.0
